Sample_ID,Completeness,Contamination,WGS_5S,WGS_16S,WGS_23S,WGS_tRNA,Quality_Classification
AG-487_M02,43.13,0,1,1,1,15,Low
AG-487_M08,40,0,1,1,1,21,Low
AG-487_M10,26.95,0,0,0,0,12,Low
AG-487_M18,16.2,0,0,0,0,8,Low
AG-487_N03,53.96,0,0,1,0,22,Medium
AG-487_N15,16.02,0,0,1,1,9,Low
AG-487_N19,31.82,0,1,1,1,14,Low
AG-487_O04,54.66,0,1,1,1,20,Medium
AG-487_O15,32.14,0,0,0,0,9,Low
AG-487_O16,35.28,0,0,1,1,16,Low
AG-487_O18,19.74,0,1,0,1,6,Low
AG-487_P03,53.64,0.37,1,1,1,22,Medium
AG-487_P09,36.42,0,0,0,0,13,Low
AG-487_P16,14.29,0,1,1,1,3,Low
AG-487_P18,56.11,0,1,1,1,20,Medium
AG-487_P23,32.11,0,0,0,0,11,Low
ETNP_125m_186_B05,36.47,1.14,0,0,0,13,Low
ETNP_125m_186_B11,23.68,0,1,0,1,17,Low
ETNP_125m_186_C08,16.38,0,1,1,1,13,Low
ETNP_125m_186_C10,13.72,0,0,1,1,12,Low
ETNP_125m_186_E01,16.59,0,0,0,0,0,Low
ETNP_125m_186_E06,24.14,0,0,0,0,18,Low
ETNP_125m_186_G04,4.17,0,1,1,1,7,Low
ETNP_125m_186_G05,31.05,0,1,0,0,9,Low
ETNP_125m_186_G07,8.62,0,1,1,1,10,Low
ETNP_125m_188_A04,10.19,0.49,0,0,0,8,Low
ETNP_300m_187_B10,0,0,0,0,0,3,Low
ETNP_300m_187_C04,4.17,0,1,1,1,6,Low
ETNP_300m_187_D12,10.46,0,1,1,0,11,Low
ETNP_300m_187_F04,19.3,0,1,1,1,12,Low
ETNP_60m_184_G07,26.46,0,0,1,0,4,Low
ETNP-OMZ-SAG-A10,40.99,1.92,0,1,1,9,Low
ETNP-OMZ-SAG-A6,48.43,0,0,0,0,11,Low
ETNP-OMZ-SAG-A7,8.83,1.11,1,1,1,7,Low
ETNP-OMZ-SAG-A8,11.32,0,0,1,0,7,Low
ETNP-OMZ-SAG-B1,18.87,0,1,0,0,5,Low
ETNP-OMZ-SAG-B2,25.95,3.77,1,0,0,15,Low
ETNP-OMZ-SAG-B3,27.22,2.41,0,0,0,9,Low
ETNP-OMZ-SAG-B4,5.66,0,0,0,0,2,Low
ETNP-OMZ-SAG-D10,18,0.11,0,0,1,9,Low
ETNP-OMZ-SAG-D3,5.66,0,0,1,0,8,Low
ETNP-OMZ-SAG-D9,48.19,1.61,0,0,0,12,Low
ETNP-OMZ-SAG-E2,35.91,1.61,0,0,0,13,Low
ETNP-OMZ-SAG-E3,19.75,0,0,0,0,4,Low
ETNP-OMZ-SAG-E4,29.35,1.81,0,1,0,6,Low
ETNP-OMZ-SAG-E5,31.51,0,0,1,1,13,Low
HOT208_805A16,52.33,1.09,1,0,1,19,Medium
HOT208_808A10,58.68,2.74,1,1,1,32,Medium
HOT208_808G21,80.41,1.71,1,1,1,27,Medium
HOT208_808M21,83.42,2.72,1,2,1,33,Medium
HOT208_810B23,89.91,2.01,1,1,1,38,Medium
HOT208_810P02,79.94,0.27,1,1,1,24,Medium
HOT208_813B04,71.88,1.36,1,1,1,26,Medium
HOT208_813E23,25.86,0,1,1,1,13,Low
HOT208_813G15,84.21,1.28,0,1,1,27,Medium
HOT208_813I02,86.55,1.36,1,0,1,31,Medium
HOT208_813L03,74.13,1.63,1,1,1,27,Medium
HOT208_813O04,63.36,4.88,0,0,0,19,Medium
HOT208_813O14,84.36,0.68,1,1,1,26,Medium
HOT212_823D04,17.24,3.45,1,1,1,10,Low
HOT212_824C06,58.16,1.12,1,1,1,20,Medium
HOT212_824E10,65.85,1.45,1,1,1,23,Medium
HOT212_824O11,60.65,2.58,1,0,0,19,Medium
HOT212_826P21,74.91,2.97,1,1,1,31,Medium
JGI_01_B18,23.55,0.41,0,0,0,8,Low
JGI_01_B19,8.62,0,1,1,1,6,Low
JGI_01_B21,20.12,0.33,0,0,0,7,Low
JGI_01_B7,18.36,0,1,1,1,11,Low
JGI_01_B8,28.61,0.72,0,1,0,21,Low
JGI_01_B9,37.57,0,0,0,0,20,Low
JGI_01_C10_1000m,36.61,0.85,0,0,0,20,Low
JGI_01_C13_750m,74.19,0,1,0,0,47,Medium
JGI_01_C17,27.59,0,0,0,0,10,Low
JGI_01_C21_750m,33.96,0,0,1,1,14,Low
JGI_01_C9,31.45,0.29,1,1,0,23,Low
JGI_01_D11,32.48,0,0,0,0,19,Low
JGI_01_D11_4000m,0,0,0,0,0,17,Low
JGI_01_D15,12.07,0,1,1,1,23,Low
JGI_01_D15_4000m,30.77,0,0,1,0,10,Low
JGI_01_D16_4000m,33.73,0,0,0,0,19,Low
JGI_01_D17,2.59,0,1,1,0,7,Low
JGI_01_D17_1000m,8.33,0,1,0,1,2,Low
JGI_01_D18,12.07,0,0,1,0,8,Low
JGI_01_D18_4000m,7.87,0,1,0,1,8,Low
JGI_01_D19,17.48,0,0,0,0,9,Low
JGI_01_D22,23.2,0,0,1,0,10,Low
JGI_01_D9_1000m,8.78,0,0,0,0,4,Low
JGI_01_E12,23.67,0,0,1,1,14,Low
JGI_01_E13_200m,45.17,0,0,0,0,16,Low
JGI_01_E13_4000m,51.21,0.87,1,1,1,21,Medium
JGI_01_E13_500m,17.09,0,0,0,0,11,Low
JGI_01_E14_750m,25.47,0,0,0,0,10,Low
JGI_01_E15,10.24,0,0,0,0,1,Low
JGI_01_E16,46.55,0,0,0,0,12,Low
JGI_01_E17_4000m,4.17,0,0,0,0,6,Low
JGI_01_E17_750m,12.5,0,1,1,1,13,Low
JGI_01_E21,38.24,0,1,1,1,21,Low
JGI_01_E22_750m,57.17,0.07,0,1,1,24,Medium
JGI_01_E6,4.17,0,0,0,1,6,Low
JGI_01_E9,20.75,0,0,1,0,12,Low
JGI_01_E9_4000m,33.76,0.43,0,0,2,9,Low
JGI_01_F12,54.22,0,0,0,0,16,Medium
JGI_01_F13_25m,33.33,0,1,1,1,31,Low
JGI_01_F13_500m,0,0,0,0,0,6,Low
JGI_01_F14,38.2,0,1,0,0,17,Low
JGI_01_F16_4000m,51.05,0,1,1,1,26,Medium
JGI_01_F17_4000m,34.51,0,0,1,1,11,Low
JGI_01_F19_1000m,34.48,0,1,1,1,36,Low
JGI_01_F20_4000m,37.61,0,0,1,1,12,Low
JGI_01_F21_1000m,20.42,0,0,0,0,13,Low
JGI_01_F21_200m,38.68,0,1,0,1,11,Low
JGI_01_F21_500m,4.17,0,1,1,1,9,Low
JGI_01_F6_750m,28.37,0,0,1,1,9,Low
JGI_01_F7_4000m,26.42,0,0,0,1,13,Low
JGI_01_F8_4000m,60.1,0,1,1,1,28,Medium
JGI_01_F9,12.85,0,1,0,1,53,Low
JGI_01_F9_750m,42.24,0,0,1,0,7,Low
JGI_01_G11,42.99,0,1,1,1,12,Low
JGI_01_G12_4000m,46.33,0,0,0,0,27,Low
JGI_01_G13_750m,76.39,0,1,1,1,27,Medium
JGI_01_G15,24.14,0,1,0,1,31,Low
JGI_01_G15_750m,47.67,0.85,0,1,0,8,Low
JGI_01_G16_4000m,41.07,0.25,0,0,0,19,Low
JGI_01_G16_750m,32.08,0,0,1,1,15,Low
JGI_01_G17,26.7,0,1,0,1,23,Low
JGI_01_G17_4000m,61.04,0,0,1,0,13,Medium
JGI_01_G17_750m,24.7,0,0,0,0,18,Low
JGI_01_G18_4000m,12.07,0,0,0,0,8,Low
JGI_01_G19_4000m,22.51,0,0,0,0,4,Low
JGI_01_G21_4000m,28.3,0,0,0,0,16,Low
JGI_01_G5_4000m,42.42,0,1,1,1,22,Low
JGI_01_G6_750m,27.22,0,0,0,0,14,Low
JGI_01_G7_4000m,22.6,0.85,0,0,0,30,Low
JGI_01_G8,11.6,0,0,0,0,5,Low
JGI_01_H11,38.48,0,0,1,1,13,Low
JGI_01_H11_1000m,13.86,0,0,1,1,16,Low
JGI_01_H12,38.51,0,0,1,0,17,Low
JGI_01_H13,8.62,0,1,0,2,16,Low
JGI_01_H13_750m,41.36,0,0,1,0,4,Low
JGI_01_H14,10.79,0,0,0,0,4,Low
JGI_01_H16_25m,34.48,0,1,1,1,20,Low
JGI_01_H16_500m,22.73,0,0,0,0,5,Low
JGI_01_H17_1000m,15.09,0,0,1,1,11,Low
JGI_01_H17_750m,13.21,0,1,1,1,16,Low
JGI_01_H18_4000m,37.62,0,1,1,1,16,Low
JGI_01_H19,36.75,0,0,0,1,12,Low
JGI_01_H21_200m,34.93,0,0,0,0,18,Low
JGI_01_H21_25m,85.54,0,1,1,1,29,Medium
JGI_01_H22,37.06,0,1,0,1,18,Low
JGI_01_H4,20.48,0,0,0,0,11,Low
JGI_01_I10_750m,14.15,0,0,1,1,20,Low
JGI_01_I11,54.47,0,1,0,1,14,Medium
JGI_01_I11_1000m,18.87,0,0,1,0,16,Low
JGI_01_I11_4000m,32.64,0,0,1,0,18,Low
JGI_01_I12_4000m,42.05,0,0,1,0,21,Low
JGI_01_I12_750m,19.6,0,0,0,0,11,Low
JGI_01_I13_4000m,94.78,0,1,1,1,40,High
JGI_01_I15,38.28,0,1,1,1,28,Low
JGI_01_I15_750m,20.69,0,0,1,0,13,Low
JGI_01_I18,13.79,0,0,1,1,25,Low
JGI_01_I19,7.48,0,0,0,0,6,Low
JGI_01_I19_4000m,24.39,0,0,0,0,9,Low
JGI_01_I21_4000m,26.45,0,0,0,0,13,Low
JGI_01_I6_750m,10.53,0,0,0,0,16,Low
JGI_01_I9_1000m,30.76,0,0,0,0,10,Low
JGI_01_J12,8.33,0,1,0,0,6,Low
JGI_01_J13_4000m,44.09,0,0,1,1,24,Low
JGI_01_J13_750m,91.54,0.85,1,1,1,60,High
JGI_01_J14,24.14,0,1,0,1,20,Low
JGI_01_J14_750m,37.74,0,0,1,0,6,Low
JGI_01_J15,19.91,1.72,0,0,0,16,Low
JGI_01_J16_4000m,22.64,0,1,0,0,10,Low
JGI_01_J16_750m,43,1.17,1,1,1,28,Low
JGI_01_J17,12.04,0,1,1,1,14,Low
JGI_01_J19_4000m,14.25,0,0,1,1,10,Low
JGI_01_J20_4000m,49,0,0,0,0,18,Low
JGI_01_J20_750m,71.49,0,1,1,1,30,Medium
JGI_01_J21_4000m,20.75,0,0,0,0,17,Low
JGI_01_J22,42.68,0.3,0,0,0,20,Low
JGI_01_J4_1000m,15.44,0,1,1,1,5,Low
JGI_01_J5,36.19,0,0,0,0,3,Low
JGI_01_J8_4000m,30.19,0,0,1,1,17,Low
JGI_01_J9,0,0,0,1,0,18,Low
JGI_01_J9_750m,28.82,0.85,1,0,1,5,Low
JGI_01_K12_4000m,7.05,0,0,0,0,10,Low
JGI_01_K13,37.7,0.27,0,0,1,12,Low
JGI_01_K13_1000m,10.63,0,0,1,0,14,Low
JGI_01_K15,32.32,0,0,0,0,20,Low
JGI_01_K15_750m,25.08,0,0,0,0,18,Low
JGI_01_K16,29.25,0,0,0,1,8,Low
JGI_01_K16_4000m,33.96,0,1,1,0,13,Low
JGI_01_K17,8.33,0,1,0,1,33,Low
JGI_01_K17_4000m,54.22,0,0,1,0,10,Medium
JGI_01_K18_4000m,27.84,0,1,1,1,23,Low
JGI_01_K18_750m,12.93,0,0,0,0,4,Low
JGI_01_K19,44.57,0.27,1,1,1,18,Low
JGI_01_K4_750m,40.56,0,0,1,1,17,Low
JGI_01_K6,63.86,0,0,0,0,18,Medium
JGI_01_K7_750m,15.04,0,1,1,1,9,Low
JGI_01_K8,51.71,0,1,1,1,29,Medium
JGI_01_K9_1000m,16.89,0,0,0,0,15,Low
JGI_01_K9_200m,30.51,0.85,0,0,0,13,Low
JGI_01_K9_25m,35.38,0,0,0,0,14,Low
JGI_01_L10_200m,51.96,0,1,1,1,15,Medium
JGI_01_L10_25m,35.86,0,1,1,1,19,Low
JGI_01_L11_1000m,17.24,0,0,0,0,13,Low
JGI_01_L11_4000m,20.69,0,1,1,1,11,Low
JGI_01_L12_750m,30.19,0,0,1,1,13,Low
JGI_01_L13,38.76,0,1,0,1,24,Low
JGI_01_L14,17.05,0,0,1,1,9,Low
JGI_01_L16,23.37,0,1,1,1,45,Low
JGI_01_L16_750m,64.89,0,1,1,1,9,Medium
JGI_01_L18_25m,27.59,0,0,0,0,7,Low
JGI_01_L18_500m,4.17,0,0,0,0,10,Low
JGI_01_L19,25.17,0,1,0,1,28,Low
JGI_01_L19_750m,61.99,0,0,1,0,12,Medium
JGI_01_L21,13.71,0,0,0,0,20,Low
JGI_01_L22_200m,9.71,0,0,1,0,3,Low
JGI_01_L22_25m,16.61,0,1,1,1,16,Low
JGI_01_L22_750m,22.57,0,1,1,1,14,Low
JGI_01_L4_750m,11.32,0,1,1,1,4,Low
JGI_01_L5_1000m,4.17,0,0,0,0,2,Low
JGI_01_L7,48.17,0,0,1,0,5,Low
JGI_01_L7_1000m,7.02,0,1,0,1,19,Low
JGI_01_L8_200m,25.86,0,0,0,0,7,Low
JGI_01_L8_25m,13.79,0,0,0,0,9,Low
JGI_01_L9,6.9,0,0,0,1,8,Low
JGI_01_L9_1000m,18.18,0,0,1,0,9,Low
JGI_01_M10_750m,49.7,0,0,1,1,17,Low
JGI_01_M11,24.39,0,1,1,1,14,Low
JGI_01_M12_750m,38.03,1.15,0,0,0,25,Low
JGI_01_M13,18.87,0,0,0,0,12,Low
JGI_01_M13_750m,42.95,0,1,0,0,12,Low
JGI_01_M16,20.75,0,1,0,1,22,Low
JGI_01_M16_4000m,20.15,0,1,1,1,20,Low
JGI_01_M16_750m,36.11,0,1,1,0,8,Low
JGI_01_M19,35.85,0,0,1,1,7,Low
JGI_01_M20_750m,34.1,0,1,1,1,22,Low
JGI_01_M4_750m,39.66,0,0,1,0,29,Low
JGI_01_M5,31,0,1,1,1,12,Low
JGI_01_M5_750m,17.43,0,1,1,1,12,Low
JGI_01_M7,33.02,0,0,0,0,1,Low
JGI_01_M9_750m,4.17,0,0,1,0,5,Low
JGI_01_N12,25.09,0,1,1,1,10,Low
JGI_01_N17_750m,42.07,0.32,1,1,1,30,Low
JGI_01_N8,33.52,0,0,0,0,17,Low
JGI_02_C14,16.54,0,0,0,0,11,Low
JGI_02_C17,29.78,0,0,0,0,5,Low
JGI_02_D10,59.72,0,1,1,1,24,Medium
JGI_02_D13,41.76,0,1,1,1,20,Low
JGI_02_D19,36.21,0,1,1,1,18,Low
JGI_02_E13,25.86,0,0,0,0,3,Low
JGI_02_E19,57.11,0,0,0,0,22,Medium
JGI_02_F17,77.11,0,1,1,1,27,Medium
JGI_02_F19,59.62,0,1,1,1,31,Medium
JGI_02_F21,20.59,0,0,0,0,7,Low
JGI_02_G11,79.68,0,1,1,1,26,Medium
JGI_02_G12,24.6,0,1,1,1,5,Low
JGI_02_G14,55.38,0,1,1,1,24,Medium
JGI_02_G16,67.95,1.28,1,1,1,30,Medium
JGI_02_G18,53.85,0.43,0,0,0,25,Medium
JGI_02_G21,0,0,1,1,1,6,Low
JGI_02_H12,38.15,0,1,1,1,18,Low
JGI_02_H13,23.77,0,0,0,0,12,Low
JGI_02_H16,28.92,0,0,0,0,15,Low
JGI_02_H17,54.72,0,1,1,1,14,Medium
JGI_02_H18,46.38,0,1,1,1,12,Low
JGI_02_H19,40.67,0,1,1,1,19,Low
JGI_02_H21,15.09,0,0,1,1,8,Low
JGI_02_H7,40.32,0,1,1,1,21,Low
JGI_02_H8,53.68,0,1,1,1,35,Medium
JGI_02_H9,10.34,0,0,0,0,4,Low
JGI_02_I10,26.65,0,0,1,0,12,Low
JGI_02_I11,25.78,0,0,0,0,10,Low
JGI_02_I15,52.98,1.75,1,1,1,18,Medium
JGI_02_I16,49.71,0,0,1,1,9,Low
JGI_02_I17,16.96,0.11,1,1,1,15,Low
JGI_02_I7,41.57,0,0,1,1,16,Low
JGI_02_I9,86.68,0,0,1,1,25,Medium
JGI_02_J10,35.93,0,1,0,0,13,Low
JGI_02_J17,44.31,0,0,1,0,23,Low
JGI_02_J20,81.5,0.13,1,1,1,35,Medium
JGI_02_J22,33.33,0,1,1,1,29,Low
JGI_02_J6,27.24,0.61,1,1,1,15,Low
JGI_02_K14,37.07,0,0,1,1,13,Low
JGI_02_K17,33.18,0,0,0,0,15,Low
JGI_02_K22,17.24,0,0,0,0,3,Low
JGI_02_K4,18.04,0,0,0,0,14,Low
JGI_02_K6,40.39,0,1,1,1,17,Low
JGI_02_K9,21.89,0,1,1,1,9,Low
JGI_02_L10,63.82,0.65,1,1,1,31,Medium
JGI_02_L14,34.48,0,1,1,1,7,Low
JGI_02_L16,78.77,1.11,1,1,1,33,Medium
JGI_02_L19,64.63,0,0,1,1,31,Medium
JGI_02_L9,58.95,1.1,1,1,1,32,Medium
JGI_02_M7,42.96,0,1,1,1,25,Low
JGI_02_N12,6.03,0,1,2,2,13,Low
JGI_02_N14,4.17,0,0,0,0,2,Low
JGI_02_N20,41.38,0,0,0,0,14,Low
JGI_04_B9,16.75,0,0,0,0,8,Low
JGI_04_F11,34.19,0.43,0,0,0,17,Low
JGI_04_I11,19.3,0,0,0,0,2,Low
JGI_04_M14,12.07,0,0,0,0,8,Low
JGI_04_M17,10.34,0,0,0,0,9,Low
JGI_04_M22,18.97,0,0,1,1,14,Low
JGI_04_M4,41.33,0.8,1,0,1,15,Low
JGI_04_M9,19.44,0,0,0,0,6,Low
JGI_04_N11,25.86,0,0,0,0,7,Low
JGI_04_N12,41.18,0,1,1,1,16,Low
JGI_04_N16,35.18,0,0,0,0,16,Low
JGI_04_N4,17.35,0,1,0,1,10,Low
JGI_04_N9,25.62,0,0,0,0,13,Low
